compound_id	molecular_formula	compound_name
13914	C41H70O5	"DG(18:1(9Z)/20:4(8Z,11Z,14Z,17Z)/0:0)"
13940	C41H70O5	"DG(18:2(9Z,12Z)/20:3(5Z,8Z,11Z)/0:0)"
13941	C41H70O5	"DG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/0:0)"
13968	C41H70O5	"DG(18:3(6Z,9Z,12Z)/20:2(11Z,14Z)/0:0)"
13997	C41H70O5	"DG(18:3(9Z,12Z,15Z)/20:2(11Z,14Z)/0:0)"
14025	C41H70O5	"DG(18:4(6Z,9Z,12Z,15Z)/20:1(11Z)/0:0)"
14081	C41H70O5	"DG(20:1(11Z)/18:4(6Z,9Z,12Z,15Z)/0:0)"
14108	C41H70O5	"DG(20:2(11Z,14Z)/18:3(6Z,9Z,12Z)/0:0)"
14109	C41H70O5	"DG(20:2(11Z,14Z)/18:3(9Z,12Z,15Z)/0:0)"
14136	C41H70O5	"DG(20:3(5Z,8Z,11Z)/18:2(9Z,12Z)/0:0)"
14165	C41H70O5	"DG(20:3(8Z,11Z,14Z)/18:2(9Z,12Z)/0:0)"
14192	C41H70O5	"DG(20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/0:0)"
14193	C41H70O5	"DG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/0:0)"
14221	C41H70O5	"DG(20:4(8Z,11Z,14Z,17Z)/18:1(11Z)/0:0)"
14222	C41H70O5	"DG(20:4(8Z,11Z,14Z,17Z)/18:1(9Z)/0:0)"
14249	C41H70O5	"DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:0/0:0)"
14364	C41H70O5	"DG(22:4(7Z,10Z,13Z,16Z)/16:1(9Z)/0:0)"
14392	C41H70O5	"DG(22:5(4Z,7Z,10Z,13Z,16Z)/16:0/0:0)"
14421	C41H70O5	"DG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/0:0)"
9731	C41H71NO4	"1,3-Di-(octadec-9Z-enoyl)-1-cyano-2-methylene-propane-1,3-diol"
27313	C41H72N2O9	Oceanalin A
15888	C41H72NO7P	"PE(18:4(6Z,9Z,12Z,15Z)/dm18:1(11Z))"
15889	C41H72NO7P	"PE(18:4(6Z,9Z,12Z,15Z)/dm18:1(9Z))"
16150	C41H72NO7P	"PE(20:5(5Z,8Z,11Z,14Z,17Z)/dm16:0)"
15518	C41H72NO8P	"PE(14:0/22:5(4Z,7Z,10Z,13Z,16Z))"
15519	C41H72NO8P	"PE(14:0/22:5(7Z,10Z,13Z,16Z,19Z))"
15550	C41H72NO8P	"PE(14:1(9Z)/22:4(7Z,10Z,13Z,16Z))"
15612	C41H72NO8P	"PE(16:0/20:5(5Z,8Z,11Z,14Z,17Z))"
15643	C41H72NO8P	"PE(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))"
15644	C41H72NO8P	"PE(16:1(9Z)/20:4(8Z,11Z,14Z,17Z))"
15703	C41H72NO8P	"PE(18:1(11Z)/18:4(6Z,9Z,12Z,15Z))"
15736	C41H72NO8P	"PE(18:1(9Z)/18:4(6Z,9Z,12Z,15Z))"
15767	C41H72NO8P	"PE(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))"
15768	C41H72NO8P	"PE(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))"
15799	C41H72NO8P	"PE(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))"
15832	C41H72NO8P	"PE(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))"
15863	C41H72NO8P	"PE(18:4(6Z,9Z,12Z,15Z)/18:1(11Z))"
15864	C41H72NO8P	"PE(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))"
16059	C41H72NO8P	"PE(20:4(5Z,8Z,11Z,14Z)/16:1(9Z))"
16092	C41H72NO8P	"PE(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))"
16124	C41H72NO8P	"PE(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)"
16246	C41H72NO8P	"PE(22:4(7Z,10Z,13Z,16Z)/14:1(9Z))"
16277	C41H72NO8P	"PE(22:5(4Z,7Z,10Z,13Z,16Z)/14:0)"
16310	C41H72NO8P	"PE(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)"
13597	C41H72O2	CE(14:0)
13803	C41H72O5	"DG(16:0/22:4(7Z,10Z,13Z,16Z)/0:0)"
22740	C41H72O5	"DG(16:1(9Z)/22:3(10Z,13Z,16Z)/0:0)[iso2]"
13855	C41H72O5	"DG(18:0/20:4(5Z,8Z,11Z,14Z)/0:0)"
13856	C41H72O5	"DG(18:0/20:4(8Z,11Z,14Z,17Z)/0:0)"
13883	C41H72O5	"DG(18:1(11Z)/20:3(8Z,11Z,14Z)/0:0)"
13911	C41H72O5	"DG(18:1(9Z)/20:3(5Z,8Z,11Z)/0:0)"
13912	C41H72O5	"DG(18:1(9Z)/20:3(8Z,11Z,14Z)/0:0)"
13939	C41H72O5	"DG(18:2(9Z,12Z)/20:2(11Z,14Z)/0:0)"
13967	C41H72O5	"DG(18:3(6Z,9Z,12Z)/20:1(11Z)/0:0)"
13996	C41H72O5	"DG(18:3(9Z,12Z,15Z)/20:1(11Z)/0:0)"
14024	C41H72O5	"DG(18:4(6Z,9Z,12Z,15Z)/20:0/0:0)"
14052	C41H72O5	"DG(20:0/18:4(6Z,9Z,12Z,15Z)/0:0)"
14079	C41H72O5	"DG(20:1(11Z)/18:3(6Z,9Z,12Z)/0:0)"
14080	C41H72O5	"DG(20:1(11Z)/18:3(9Z,12Z,15Z)/0:0)"
14107	C41H72O5	"DG(20:2(11Z,14Z)/18:2(9Z,12Z)/0:0)"
14134	C41H72O5	"DG(20:3(5Z,8Z,11Z)/18:1(11Z)/0:0)"
14135	C41H72O5	"DG(20:3(5Z,8Z,11Z)/18:1(9Z)/0:0)"
14163	C41H72O5	"DG(20:3(8Z,11Z,14Z)/18:1(11Z)/0:0)"
14164	C41H72O5	"DG(20:3(8Z,11Z,14Z)/18:1(9Z)/0:0)"
14191	C41H72O5	"DG(20:4(5Z,8Z,11Z,14Z)/18:0/0:0)"
14220	C41H72O5	"DG(20:4(8Z,11Z,14Z,17Z)/18:0/0:0)"
14363	C41H72O5	"DG(22:4(7Z,10Z,13Z,16Z)/16:0/0:0)"
27224	C41H73NO8	"bacteriohopane-,32,33,34-triol-35-cyclitol"
27231	C41H73NO8	bacteriohopanetetrol cyclitol
27221	C41H73NO9	"bacteriohopane-31,32,33,34-tetrol-35-cyclitol"
26921	C41H73O8P	"PA(18:0/20:4(5Z,8Z,11Z,14Z))"
15822	C41H74NO7P	"PE(18:3(6Z,9Z,12Z)/dm18:1(11Z))"
15823	C41H74NO7P	"PE(18:3(6Z,9Z,12Z)/dm18:1(9Z))"
15855	C41H74NO7P	"PE(18:3(9Z,12Z,15Z)/dm18:1(11Z))"
15856	C41H74NO7P	"PE(18:3(9Z,12Z,15Z)/dm18:1(9Z))"
15887	C41H74NO7P	"PE(18:4(6Z,9Z,12Z,15Z)/dm18:0)"
16084	C41H74NO7P	"PE(20:4(5Z,8Z,11Z,14Z)/dm16:0)"
16117	C41H74NO7P	"PE(20:4(8Z,11Z,14Z,17Z)/dm16:0)"
17661	C41H74NO8P	18:1-18:3-PE
14625	C41H74NO8P	"PC(15:0/18:4(6Z,9Z,12Z,15Z))"
14910	C41H74NO8P	"PC(18:4(6Z,9Z,12Z,15Z)/15:0)"
15517	C41H74NO8P	"PE(14:0/22:4(7Z,10Z,13Z,16Z))"
15610	C41H74NO8P	"PE(16:0/20:4(5Z,8Z,11Z,14Z))"
15611	C41H74NO8P	"PE(16:0/20:4(8Z,11Z,14Z,17Z))"
15641	C41H74NO8P	"PE(16:1(9Z)/20:3(5Z,8Z,11Z))"
15670	C41H74NO8P	"PE(18:0/18:4(6Z,9Z,12Z,15Z))"
15701	C41H74NO8P	"PE(18:1(11Z)/18:3(6Z,9Z,12Z))"
15702	C41H74NO8P	"PE(18:1(11Z)/18:3(9Z,12Z,15Z))"
15734	C41H74NO8P	"PE(18:1(9Z)/18:3(6Z,9Z,12Z))"
15735	C41H74NO8P	"PE(18:1(9Z)/18:3(9Z,12Z,15Z))"
26536	C41H74NO8P	"PE(18:2(6Z,9Z)/18:2(6Z,9Z))"
26474	C41H74NO8P	"PE(18:2(9Z,11Z)/18:2(9Z,11Z))[U]"
15766	C41H74NO8P	"PE(18:2(9Z,12Z)/18:2(9Z,12Z))"
26457	C41H74NO8P	"PE(18:2(9Z,12Z)/18:2(9Z,12Z))[U]"
15797	C41H74NO8P	"PE(18:3(6Z,9Z,12Z)/18:1(11Z))"
15798	C41H74NO8P	"PE(18:3(6Z,9Z,12Z)/18:1(9Z))"
15830	C41H74NO8P	"PE(18:3(9Z,12Z,15Z)/18:1(11Z))"
15831	C41H74NO8P	"PE(18:3(9Z,12Z,15Z)/18:1(9Z))"
15862	C41H74NO8P	"PE(18:4(6Z,9Z,12Z,15Z)/18:0)"
15993	C41H74NO8P	"PE(20:3(5Z,8Z,11Z)/16:1(9Z))"
16026	C41H74NO8P	"PE(20:3(8Z,11Z,14Z)/16:1(9Z))"
16058	C41H74NO8P	"PE(20:4(5Z,8Z,11Z,14Z)/16:0)"
16091	C41H74NO8P	"PE(20:4(8Z,11Z,14Z,17Z)/16:0)"
16245	C41H74NO8P	"PE(22:4(7Z,10Z,13Z,16Z)/14:0)"
22735	C41H74O5	"DG(16:0/22:3(10Z,13Z,16Z)/0:0)[iso2]"
13831	C41H74O5	"DG(16:1(9Z)/22:2(13Z,16Z)/0:0)"
13853	C41H74O5	"DG(18:0/20:3(5Z,8Z,11Z)/0:0)"
13854	C41H74O5	"DG(18:0/20:3(8Z,11Z,14Z)/0:0)"
13881	C41H74O5	"DG(18:1(11Z)/20:2(11Z,14Z)/0:0)"
13910	C41H74O5	"DG(18:1(9Z)/20:2(11Z,14Z)/0:0)"
13938	C41H74O5	"DG(18:2(9Z,12Z)/20:1(11Z)/0:0)"
13966	C41H74O5	"DG(18:3(6Z,9Z,12Z)/20:0/0:0)"
13995	C41H74O5	"DG(18:3(9Z,12Z,15Z)/20:0/0:0)"
14050	C41H74O5	"DG(20:0/18:3(6Z,9Z,12Z)/0:0)"
14051	C41H74O5	"DG(20:0/18:3(9Z,12Z,15Z)/0:0)"
14078	C41H74O5	"DG(20:1(11Z)/18:2(9Z,12Z)/0:0)"
14105	C41H74O5	"DG(20:2(11Z,14Z)/18:1(11Z)/0:0)"
14106	C41H74O5	"DG(20:2(11Z,14Z)/18:1(9Z)/0:0)"
14133	C41H74O5	"DG(20:3(5Z,8Z,11Z)/18:0/0:0)"
14162	C41H74O5	"DG(20:3(8Z,11Z,14Z)/18:0/0:0)"
14335	C41H74O5	"DG(22:2(13Z,16Z)/16:1(9Z)/0:0)"
16444	C41H75O13P	"PI(16:0/16:2(9Z,12Z))"
16462	C41H75O13P	PI(16:1(9Z)/16:1(9Z))
16466	C41H75O13P	"PI(16:2(9Z,12Z)/16:0)"
9460	C41H76N2O15	Roxithromycin
15789	C41H76NO7P	"PE(18:2(9Z,12Z)/dm18:1(11Z))"
15790	C41H76NO7P	"PE(18:2(9Z,12Z)/dm18:1(9Z))"
15821	C41H76NO7P	"PE(18:3(6Z,9Z,12Z)/dm18:0)"
15854	C41H76NO7P	"PE(18:3(9Z,12Z,15Z)/dm18:0)"
16018	C41H76NO7P	"PE(20:3(5Z,8Z,11Z)/dm16:0)"
16051	C41H76NO7P	"PE(20:3(8Z,11Z,14Z)/dm16:0)"
26744	C41H76NO7P	"PE(O-16:0/20:4(5Z,8Z,11Z,14Z))"
17668	C41H76NO8P	18:0-18:3-PE
17667	C41H76NO8P	18:1-18:2-PE
26905	C41H76NO8P	"PA(18:0/20:4(5Z,8Z,11Z,14Z))"
14623	C41H76NO8P	"PC(15:0/18:3(6Z,9Z,12Z))"
14624	C41H76NO8P	"PC(15:0/18:3(9Z,12Z,15Z))"
14845	C41H76NO8P	"PC(18:3(6Z,9Z,12Z)/15:0)"
14878	C41H76NO8P	"PC(18:3(9Z,12Z,15Z)/15:0)"
15549	C41H76NO8P	"PE(14:1(9Z)/22:2(13Z,16Z))"
15608	C41H76NO8P	"PE(16:0/20:3(5Z,8Z,11Z))"
15609	C41H76NO8P	"PE(16:0/20:3(8Z,11Z,14Z))"
15640	C41H76NO8P	"PE(16:1(9Z)/20:2(11Z,14Z))"
15668	C41H76NO8P	"PE(18:0/18:3(6Z,9Z,12Z))"
15669	C41H76NO8P	"PE(18:0/18:3(9Z,12Z,15Z))"
15700	C41H76NO8P	"PE(18:1(11Z)/18:2(9Z,12Z))"
15733	C41H76NO8P	"PE(18:1(9Z)/18:2(9Z,12Z))"
15764	C41H76NO8P	"PE(18:2(9Z,12Z)/18:1(11Z))"
15765	C41H76NO8P	"PE(18:2(9Z,12Z)/18:1(9Z))"
15796	C41H76NO8P	"PE(18:3(6Z,9Z,12Z)/18:0)"
15829	C41H76NO8P	"PE(18:3(9Z,12Z,15Z)/18:0)"
15960	C41H76NO8P	"PE(20:2(11Z,14Z)/16:1(9Z))"
15992	C41H76NO8P	"PE(20:3(5Z,8Z,11Z)/16:0)"
16025	C41H76NO8P	"PE(20:3(8Z,11Z,14Z)/16:0)"
16221	C41H76NO8P	"PE(22:2(13Z,16Z)/14:1(9Z))"
25304	C41H76O12S	SQDG(16:0/16:1(11Z))
25305	C41H76O12S	SQDG(16:0/16:1(13Z))
25303	C41H76O12S	SQDG(16:0/16:1(9Z))
16600	C41H76O16P2	PIP(16:1(9Z)/16:1(9Z))
16604	C41H76O16P2	"PIP(16:2(9Z,12Z)/16:0)"
13751	C41H76O5	DG(14:1(9Z)/24:1(15Z)/0:0)
13802	C41H76O5	"DG(16:0/22:2(13Z,16Z)/0:0)"
13830	C41H76O5	DG(16:1(9Z)/22:1(13Z)/0:0)
22737	C41H76O5	"DG(17:2(9Z,12Z)/21:0/0:0)[iso2]"
13852	C41H76O5	"DG(18:0/20:2(11Z,14Z)/0:0)"
13880	C41H76O5	DG(18:1(11Z)/20:1(11Z)/0:0)
13909	C41H76O5	DG(18:1(9Z)/20:1(11Z)/0:0)
13937	C41H76O5	"DG(18:2(9Z,12Z)/20:0/0:0)"
14049	C41H76O5	"DG(20:0/18:2(9Z,12Z)/0:0)"
14076	C41H76O5	DG(20:1(11Z)/18:1(11Z)/0:0)
14077	C41H76O5	DG(20:1(11Z)/18:1(9Z)/0:0)
14104	C41H76O5	"DG(20:2(11Z,14Z)/18:0/0:0)"
14306	C41H76O5	DG(22:1(13Z)/16:1(9Z)/0:0)
14334	C41H76O5	"DG(22:2(13Z,16Z)/16:0/0:0)"
14504	C41H76O5	DG(24:1(15Z)/14:1(9Z)/0:0)
27274	C41H77NO10	Termitomycesphin A
16443	C41H77O13P	PI(16:0/16:1(9Z))
16461	C41H77O13P	PI(16:1(9Z)/16:0)
16689	C41H77O19P3	"PIP2(16:0/16:2(9Z,12Z))"
16707	C41H77O19P3	PIP2(16:1(9Z)/16:1(9Z))
16711	C41H77O19P3	"PIP2(16:2(9Z,12Z)/16:0)"
15723	C41H78NO7P	PE(18:1(11Z)/dm18:1(11Z))
15724	C41H78NO7P	PE(18:1(11Z)/dm18:1(9Z))
15756	C41H78NO7P	PE(18:1(9Z)/dm18:1(11Z))
15757	C41H78NO7P	PE(18:1(9Z)/dm18:1(9Z))
15788	C41H78NO7P	"PE(18:2(9Z,12Z)/dm18:0)"
15985	C41H78NO7P	"PE(20:2(11Z,14Z)/dm16:0)"
17670	C41H78NO8P	18:0-18:2-PE
14622	C41H78NO8P	"PC(15:0/18:2(9Z,12Z))"
14812	C41H78NO8P	"PC(18:2(9Z,12Z)/15:0)"
15516	C41H78NO8P	"PE(14:0/22:2(13Z,16Z))"
15548	C41H78NO8P	PE(14:1(9Z)/22:1(13Z))
15607	C41H78NO8P	"PE(16:0/20:2(11Z,14Z))"
15639	C41H78NO8P	PE(16:1(9Z)/20:1(11Z))
15667	C41H78NO8P	"PE(18:0/18:2(9Z,12Z))"
15698	C41H78NO8P	PE(18:1(11Z)/18:1(11Z))
15699	C41H78NO8P	PE(18:1(11Z)/18:1(9Z))
26478	C41H78NO8P	PE(18:1(11Z)/18:1(9Z))[U]
26534	C41H78NO8P	PE(18:1(6Z)/18:1(6Z))
26481	C41H78NO8P	PE(18:1(9E)/18:1(9E))
15731	C41H78NO8P	PE(18:1(9Z)/18:1(11Z))
15732	C41H78NO8P	PE(18:1(9Z)/18:1(9Z))
26456	C41H78NO8P	PE(18:1(9Z)/18:1(9Z))[U]
15763	C41H78NO8P	"PE(18:2(9Z,12Z)/18:0)"
15927	C41H78NO8P	PE(20:1(11Z)/16:1(9Z))
15959	C41H78NO8P	"PE(20:2(11Z,14Z)/16:0)"
16188	C41H78NO8P	PE(22:1(13Z)/14:1(9Z))
16220	C41H78NO8P	"PE(22:2(13Z,16Z)/14:0)"
25301	C41H78O12S	SQDG(16:0/16:0)
16601	C41H78O16P2	PIP(16:1(9Z)/18:0)
13722	C41H78O5	DG(14:0/24:1(15Z)/0:0)
13750	C41H78O5	DG(14:1(9Z)/24:0/0:0)
13801	C41H78O5	DG(16:0/22:1(13Z)/0:0)
13829	C41H78O5	DG(16:1(9Z)/22:0/0:0)
22733	C41H78O5	DG(17:1(9Z)/21:0/0:0)[iso2]
13851	C41H78O5	DG(18:0/20:1(11Z)/0:0)
13879	C41H78O5	DG(18:1(11Z)/20:0/0:0)
13908	C41H78O5	DG(18:1(9Z)/20:0/0:0)
14047	C41H78O5	DG(20:0/18:1(11Z)/0:0)
14048	C41H78O5	DG(20:0/18:1(9Z)/0:0)
14075	C41H78O5	DG(20:1(11Z)/18:0/0:0)
14277	C41H78O5	DG(22:0/16:1(9Z)/0:0)
14305	C41H78O5	DG(22:1(13Z)/16:0/0:0)
14475	C41H78O5	DG(24:0/14:1(9Z)/0:0)
14503	C41H78O5	DG(24:1(15Z)/14:0/0:0)
17587	C41H79NO4	"N-(2-hydroxytricosanoyl)-4,8-sphingadienine"
16442	C41H79O13P	PI(16:0/16:0)
16688	C41H79O19P3	PIP2(16:0/16:1(9Z))
16706	C41H79O19P3	PIP2(16:1(9Z)/16:0)
14645	C41H80NO7P	PC(15:0/dm18:1(11Z))
14646	C41H80NO7P	PC(15:0/dm18:1(9Z))
15690	C41H80NO7P	PE(18:0/dm18:1(11Z))
15691	C41H80NO7P	PE(18:0/dm18:1(9Z))
15722	C41H80NO7P	PE(18:1(11Z)/dm18:0)
15755	C41H80NO7P	PE(18:1(9Z)/dm18:0)
15952	C41H80NO7P	PE(20:1(11Z)/dm16:0)
26745	C41H80NO7P	PE(P-18:0/18:1(9Z))
17662	C41H80NO8P	18:0-18:1-PE
14620	C41H80NO8P	PC(15:0/18:1(11Z))
14621	C41H80NO8P	PC(15:0/18:1(9Z))
25486	C41H80NO8P	PC(16:0/17:1(9Z))
14747	C41H80NO8P	PC(18:1(11Z)/15:0)
14780	C41H80NO8P	PC(18:1(9Z)/15:0)
15515	C41H80NO8P	PE(14:0/22:1(13Z))
15547	C41H80NO8P	PE(14:1(9Z)/22:0)
15606	C41H80NO8P	PE(16:0/20:1(11Z))
15638	C41H80NO8P	PE(16:1(9Z)/20:0)
15665	C41H80NO8P	PE(18:0/18:1(11Z))
26687	C41H80NO8P	PE(18:0/18:1(13Z))[U]
26689	C41H80NO8P	PE(18:0/18:1(7Z))
26485	C41H80NO8P	PE(18:0/18:1(9E))[U]
15666	C41H80NO8P	PE(18:0/18:1(9Z))
15697	C41H80NO8P	PE(18:1(11Z)/18:0)
26487	C41H80NO8P	PE(18:1(9E)/18:0)[U]
15730	C41H80NO8P	PE(18:1(9Z)/18:0)
15894	C41H80NO8P	PE(20:0/16:1(9Z))
15926	C41H80NO8P	PE(20:1(11Z)/16:0)
16155	C41H80NO8P	PE(22:0/14:1(9Z))
16187	C41H80NO8P	PE(22:1(13Z)/14:0)
17175	C41H80NO8P	PE-NMe2(16:0/18:1(9Z))
26712	C41H80NO8P	PE-NMe2(18:1(9Z)/16:0)
13721	C41H80O5	DG(14:0/24:0/0:0)
13800	C41H80O5	DG(16:0/22:0/0:0)
22730	C41H80O5	DG(17:0/21:0/0:0)[iso2]
13850	C41H80O5	DG(18:0/20:0/0:0)
22727	C41H80O5	DG(19:0/19:0/0:0)
14046	C41H80O5	DG(20:0/18:0/0:0)
14276	C41H80O5	DG(22:0/16:0/0:0)
14474	C41H80O5	DG(24:0/14:0/0:0)
22661	C41H80O8	Crasseride 2a
41007	C41H81N2O6P	SM(d18:1/18:1(9Z))
12343	C41H81NO3	Tricosanamide
16687	C41H81O19P3	PIP2(16:0/16:0)
14644	C41H82NO7P	PC(15:0/dm18:0)
15689	C41H82NO7P	PE(18:0/dm18:0)
15919	C41H82NO7P	PE(20:0/dm16:0)
25342	C41H82NO8P	PC(10:0/23:0)
25362	C41H82NO8P	PC(11:0/22:0)
25408	C41H82NO8P	PC(13:0/20:0)
25436	C41H82NO8P	PC(14:0/19:0)[U]
14619	C41H82NO8P	PC(15:0/18:0)
25484	C41H82NO8P	PC(16:0/17:0)
25595	C41H82NO8P	PC(17:0/16:0)[U]
14714	C41H82NO8P	PC(18:0/15:0)
25810	C41H82NO8P	PC(19:0/14:0)
25838	C41H82NO8P	PC(20:0/13:0)
25882	C41H82NO8P	PC(21:0/12:0)
25900	C41H82NO8P	PC(22:0/11:0)
25930	C41H82NO8P	PC(23:0/10:0)[U]
26063	C41H82NO8P	PC(9:0/24:0)[U]
15514	C41H82NO8P	PE(14:0/22:0)
26691	C41H82NO8P	PE(14:0/22:0)[U]
15605	C41H82NO8P	PE(16:0/20:0)
26501	C41H82NO8P	PE(17:0/19:0)[U]
15664	C41H82NO8P	PE(18:0/18:0)
26588	C41H82NO8P	PE(19:0/17:0)[U]
15893	C41H82NO8P	PE(20:0/16:0)
26617	C41H82NO8P	PE(21:0/15:0)[U]
16154	C41H82NO8P	PE(22:0/14:0)
26707	C41H82NO8P	PE-NMe2(17:0/17:0)[U]
38269	C41H82NO8P	Phosphatidylethanolamine
20775	C41H82O2	(+)-23-methyl-tetracosanoic acid
22501	C41H82O2	1-hexadecyl-pentacosanoate
41009	C41H83N2O6P	SM(d18:0/18:1(9Z))
40756	C41H83N2O6P	Sphingomyelin SM(d18:1/18:0)
80200	C41H83NO3	Cer(d18:0/23:0)
17570	C41H83NO5	N-(2-hydroxytricosanoyl)-phytosphingosine
26098	C41H84NO7P	PC(O-16:0/17:0)
26781	C41H84NO7P	PE(18:0/O-18:0)[U]
26735	C41H84NO7P	PE(O-16:0/20:0)
26737	C41H84NO7P	PE(O-18:0/18:0)
40998	C41H85N2O6P	SM(d18:0/18:0)
26750	C41H86NO6P	PE(O-18:0/O-18:0)
26751	C41H86NO6P	PE(O-20:0/O-16:0)
31732	C42H30N6O12	Inositol hexanicotinate (JAN)
7244	C42H32O9	Canaliculatol
7247	C42H32O9	Copalliferol B
9792	C42H38O20	Sennoside
7399	C42H38O20	Sennoside A
9523	C42H38O20	Sennoside B
18464	C42H40O24	salvianin
39483	C42H42N2	Cyproheptadine (JP15/USP)
18958	C42H44CoN4O16	cobalt-sirohydrochlorin
1039	C42H44FeN4O16	Siroheme
41881	C42H44N8	"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-4-Yl]Hexyl]-Phenanthridinium"
41933	C42H44N8	"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-5-Yl]Hexyl]-Phenanthridinium"
40789	C42H45CoN4O16	cobalt-precorrin-2
6991	C42H45N5O5	Adouetine Z
8461	C42H46CoN4O16	Cobalt-precorrin 2
3629	C42H46N4O16	Sirohydrochlorin
40708	C42H46O22	Cyanidin-3-(p-coumaroyl)-rutinoside-5-glucoside
40710	C42H46O23	Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside
9338	C42H46O23	Kaempferol 3-O-[6-(4-coumaroyl)-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)- beta-D-glucoside]
18102	C42H46O23	kaempferol 3-O-[6-(4-coumaroyl)-beta-D-glucosyl-(1->2)-glucosyl-(1->2)-beta-D-glucoside
18038	C42H46O25	delphinidin 3-O-glucosyl-5-O-caffeoylglucoside-3'-O-glucoside
17440	C42H47N5O15	siroamide
223	C42H48N4O16	dihydrosirohydrochlorin
1988	C42H48N4O16	Precorrin 2
17414	C42H48N4O16	precorrin-2
6091	C42H48N4O5	Callichiline
17467	C42H48N6NiO14	pyrrocorphinate
30749	C42H48N6O8	Zolpidem tartrate (JAN/USAN)
6325	C42H50N2O9	Adiantifoline
6196	C42H50N4O5	Gabunamine
6198	C42H50N4O5	Gabunine
40799	C42H51N6NiO14	dihydrocorphinate
31329	C42H52N4O12	Formoterol fumarate (USAN)
37083	C42H52N6O8	Inhibitor Bea428
37899	C42H52N6O8	Inhibitor Msa367
40798	C42H53N6NiO14	factor F430 seco-precursor
40797	C42H53N6NiO14	tetrahydrocorphinate
32527	C42H53NO15	Aclarubicin (USAN/INN)
41036	C42H54FeN8O6S2	Ferricytochrome c
32347	C42H55N3O11S	Rifamexil (USAN/INN)
34335	C42H56N2O10	Proxorphan tartrate (USAN)
11494	C42H56O4	"2,2'-Diketospirilloxanthin"
5727	C42H58N2O	Staphidine
11493	C42H58O3	2-Ketospirilloxanthin
12817	C42H58O6	Fucoxanthin
8904	C42H59N3O10	Cethromycin
28169	C42H59N5O6	"(6R)-vitamin D3 6,19-[4-{2-(6,7-dimethoxy-4-methyl-3-oxo-3,4-dihydroquinoxalinyl)ethyl}-1,2,4-triazoline-3,5-dione] adduct / (6R)-cholecalciferol 6,19-[4-{2-(6,7-dimethoxy-4-methyl-3-oxo-3,4-dihydroquinoxalinyl)ethyl}-1,2,4-triazoline-3,5-dione] adduct"
28170	C42H59N5O6	"(6S)-vitamin D3 6,19-[4-{2-(6,7-dimethoxy-4-methyl-3-oxo-3,4-dihydroquinoxalinyl)ethyl}-1,2,4-triazoline-3,5-dione] adduct / (6S)-cholecalciferol 6,19-[4-{2-(6,7-dimethoxy-4-methyl-3-oxo-3,4-dihydroquinoxalinyl)ethyl}-1,2,4-triazoline-3,5-dione] adduct"
36530	C42H60N6O11	"N-Methyl-N-(10-Methylundecanoyl)-D-Seryl-L-Alanyl-N~1~-[(7s,10s,13s)-13-Carboxy-3,18-Dihydroxy-10-Methyl-8,11-Dioxo-9,12-Diazatricyclo[13.3.1.1~2,6~]Icosa-1(19),2(20),3,5,15,17-Hexaen-7-Yl]-N~1~-Methylglycinamide"
11490	C42H60O2	Spirilloxanthin
11688	C42H60O4	R.g.-Keto III
27149	C42H60O7	Neurosporaxanthin beta-D-glucopyranoside
8871	C42H62O11	Avermectin A1a monosaccharide
30322	C42H62O16	Glycyrrhizin (JAN)
19529	C42H62O16	glycyrrhizinate
1908	C42H62O16	Glycyrrhizinate
32134	C42H62O16	Glycyrrhizinate (JAN)
27121	C42H62O2	"3,4-Dihydrospirilloxanthin"
11376	C42H63N5O10S	Tubulysin B
11378	C42H63N5O9S	Tubulysin E
33754	C42H64N10O8	Lavoltidine succinate (USAN)
32674	C42H64N12O12S2	Aspartocin (USAN)
8863	C42H64O12	Avermectin A2a monosaccharide
5955	C42H64O14	Gypsogenin 3-O-rhamnosylglucuronide
5886	C42H64O19	k-Strophanthoside
5887	C42H64O19	Thevetin A
11497	C42H64O2	"3,4,3',4'-Tetrahydrospirilloxanthin"
35818	C42H65N11O12S2	Urofollitropin
33912	C42H65NO16	Monoammonium glycyrrhizinate (JAN)
5987	C42H66O14	Spinasaponin A
5933	C42H66O15	Azukisaponin III
